Id,duration
1,3.11701168019274
2,6.34495662625015
3,6.20005005395136
4,6.15235376618445
5,6.56416058525047
6,6.55498569539597
7,4.86060620523625
8,6.02661304441812
9,5.44079437039373
10,4.31418815125699
11,6.74242368328826
12,4.44386814367031
13,3.11320869547222
14,6.00628198099344
15,5.79118155127452
16,4.96258930004886
17,2.40094891980714
18,5.16753499275449
19,4.1817481500302
20,6.00363130154414
21,2.88133445220261
22,3.77092551344125
23,6.20809369639553
24,6.13425720304436
25,5.60826502872028
26,4.74297335289813
27,4.76464897216739
28,6.30053117149106
29,4.79866194014084
30,3.50400752075025
31,6.19901408792601
32,5.71407122101907
33,5.93400391446585
34,6.0225297161959
35,5.94889689786464
36,4.81101377366557
37,4.42454556893878
38,2.8526683689776
39,6.10745770066509
40,6.3002615630092
41,5.32644950495693
42,6.34074066782574
43,3.27357416361282
44,5.65743589702595
45,6.03938791284551
46,4.77635726092119
47,5.90211838988818
48,5.52544898530248
49,4.64988132950177
50,3.98700577033765
51,3.85783887412862
52,5.56963777189523
53,3.04814976088801
54,5.5920907187263
55,5.68428044509889
56,6.37886935362376
57,4.744665425744
58,5.28428503504545
59,5.25362823294035
60,5.42127812189287
61,4.84640520976524
62,5.96146345077817
63,4.74308341659623
64,4.64822027508736
65,5.29652539191051
66,6.18159101285021
67,6.33283238188371
68,5.61321418312144
69,4.15026964322136
70,4.86200950604757
71,4.76154389161671
72,6.2680670877935
73,4.38366876694107
74,6.03031500309258
75,4.48025527917805
76,6.12527785019912
77,4.83726771782169
78,6.15070932113437
79,6.12285234243016
80,6.22229699644051
81,6.53392648094596
82,3.93400511189657
83,5.56014692766523
84,5.03942548925158
85,5.16422080633712
86,6.2306389685443
87,3.65826970866048
88,4.53650854525856
89,5.86310899681943
90,4.88841924355469
91,4.76485961319952
92,4.30491781205638
93,4.50552618337115
94,4.82614394082483
95,6.0951772717811
96,6.17509753298074
97,6.09700107004354
98,3.98438051623672
99,2.6423873141094
100,6.63306906789175
101,6.12302904208808
102,4.72606966825705
103,5.30983419552721
104,6.13425720304436
105,5.35226068772551
106,6.19559065479101
107,4.25225038171599
108,3.65968111876917
109,3.86414083007588
110,6.22593527412845
111,6.36150869759791
112,6.08440150818275
113,2.8526683689776
114,5.47067025667375
115,5.74383744014804
116,4.50411349254255
117,5.78854852734092
118,2.97346395685803
119,4.81853986820161
120,4.11610749255974
121,5.77890080859989
122,3.10358683249769
123,6.19992323891999
124,5.18905319899678
125,2.91555875986201
126,5.21345152959247
127,3.81423895070905
128,3.56196634142087
129,2.47285839502891
130,3.24365308819994
131,4.84622493912259
132,3.78902464781145
133,3.96149019058755
134,4.58441260909477
135,6.29156731773946
136,6.6313022697125
137,2.83250101301274
138,4.43098434938914
139,5.52510663756096
140,5.66645961757312
141,5.32712266789101
142,3.47858889347184
143,5.99739330146613
144,5.78187980550816
145,5.11734954291304
146,2.94879681718695
147,3.93796123540001
148,5.88262415454597
149,6.18088866461953
150,4.64058732687238
151,5.02548737342123
152,2.75640878774658
153,4.33471601257607
154,4.61960693369045
155,4.56815213258858
156,6.07371703585137
157,4.77604513792894
158,6.7698448547356
159,4.55761641657827
160,4.83853703059988
161,5.53335322756523
162,6.29176844717341
163,4.67554669131018
164,4.71520550184496
165,4.07601536080213
166,6.15665738938202
167,3.48671519789036
168,6.01266366673141
169,5.33294893758457
170,5.84775834659952
171,5.9688984710707
172,5.98214087421949
173,5.83179463995682
174,5.4019133960693
175,5.31641303011192
176,5.40300407672995
177,3.88431539888774
178,5.25723497736884
179,5.99739330146613
180,4.71409000692582
181,6.14283940302345
182,4.81263578743645
183,5.24629526758314
184,4.87260266941373
185,4.44398804233062
186,2.65803310927945
187,4.50411349254255
188,5.81543265638328
189,5.97409036694341
190,5.29602445478723
191,4.4544000836529
192,3.48221951619032
193,2.23158535756215
194,4.01154467319212
195,4.43742980175646
196,3.48415592204998
197,5.25362823294035
198,5.4058931379568
199,4.84989262893051
200,5.02927422261938
