Id,duration
1,2.33726560600274
2,5.17059500960202
3,5.41161789072962
4,5.26471581500672
5,6.68346528691493
6,6.34851898375778
7,5.05478678677577
8,5.51733613450302
9,7.14694801849194
10,4.54198042506771
11,7.24560004758964
12,4.50836485792644
13,2.06944878199297
14,5.4975628878005
15,4.09254815975185
16,3.36552699524977
17,1.77531350637362
18,2.8036226185057
19,3.24280796622592
20,4.96406685187904
21,1.42075440746932
22,2.77202964595571
23,5.09832892998657
24,4.73093885939081
25,7.72372681260915
26,4.51722182861969
27,4.4353084628064
28,4.87430244281963
29,2.70915032062595
30,3.50906466064469
31,5.12861154956044
32,4.92759438760869
33,4.98307634769436
34,7.68613600587797
35,5.27504966463927
36,2.91781669024989
37,2.95775028215388
38,1.36609644409238
39,8.70392980773807
40,7.18948956671687
41,5.75494309097529
42,4.02953909016436
43,2.62788670046362
44,2.69302109957046
45,5.72563608590353
46,4.08632443990582
47,4.14561860310022
48,2.61239706173324
49,5.4972756350095
50,3.62588854432201
51,3.26507961043011
52,2.73344317286138
53,2.63329434845818
54,4.41138550032186
55,5.25212164140877
56,6.2083938609348
57,2.91059703124324
58,5.60819030235353
59,10.5011395227756
60,4.87460794559762
61,4.77011616789529
62,4.96321855839317
63,2.61641615376875
64,3.01197260527162
65,2.62132407024213
66,5.59749736689017
67,7.52053740819199
68,8.40338295650769
69,2.82423088995694
70,3.0173574205046
71,4.56486828544365
72,4.10541598371436
73,4.67585643255542
74,4.23460603908994
75,3.00928722924043
76,5.26930588690675
77,3.54828610367491
78,4.69756547247624
79,4.99293904023156
80,7.00246688729501
81,5.03536715092536
82,3.10262372190792
83,5.23292962832503
84,3.04807090030488
85,4.30708818735128
86,5.0881077597123
87,4.02357242717863
88,4.58640599377562
89,5.64059278152384
90,5.45345724150811
91,4.46781793373599
92,2.59282378244114
93,3.0944202914149
94,4.57958123785787
95,5.30298126909397
96,4.83032868775843
97,4.16217142730141
98,3.67890693076538
99,2.38474639870498
100,7.19071567562296
101,8.0872462042536
102,4.79001718887409
103,3.33977415024864
104,4.73093885939081
105,4.2720842547077
106,4.5092435976447
107,2.98009303568268
108,4.90454552651519
109,3.75486282212498
110,5.63888774787169
111,5.13768755464998
112,6.42689319432047
113,1.36609644409238
114,4.60522750421671
115,6.51717588545918
116,5.20756687155352
117,3.63578046149337
118,3.49144655376551
119,5.28404964648254
120,2.17128224438394
121,4.40842394245721
122,2.09215949023404
123,5.27983486142505
124,6.9198806663888
125,2.14732942634173
126,3.07219309571195
127,4.13150831815901
128,2.17852644719271
129,1.93440093617517
130,4.03622911140323
131,4.96490632604153
132,2.2018710029565
133,3.0614390857423
134,4.68777357688122
135,10.9533055542852
136,5.67772430988778
137,2.33759416709625
138,3.71278696078256
139,4.28157643364497
140,2.99608899877702
141,3.18377852060517
142,2.17804893279478
143,5.42716071443655
144,2.19655419938345
145,4.74305215943717
146,2.21166231048118
147,2.36348445561334
148,6.74774343417508
149,5.39908856886939
150,5.22845152282213
151,5.8627098532596
152,2.16623635331816
153,4.57854086015139
154,2.42517339415754
155,2.817326690761
156,5.23760420007388
157,6.58813206238288
158,9.35760431713631
159,3.16650429569231
160,3.53669433281776
161,4.66397775747859
162,8.99538958104958
163,3.13144244177156
164,3.93728992353964
165,4.49600046631254
166,4.45239256092089
167,2.61571709984368
168,4.8538249617267
169,4.92512423974445
170,3.10556191074919
171,5.32171280788924
172,5.18773595485253
173,5.5835740126719
174,6.52197491646768
175,3.1180664715646
176,4.53883418887082
177,4.11246372120373
178,5.22061644900362
179,5.42716071443655
180,3.01919226427828
181,4.837245301832
182,3.90365146949741
183,3.72279019303944
184,4.29114921998699
185,5.24263631810232
186,2.15561519991789
187,5.20756687155352
188,2.93147222881282
189,4.96931173316487
190,6.85309700956488
191,2.62336952385512
192,2.47568054553761
193,2.12872780482925
194,2.91008186728944
195,4.21780200652076
196,3.13772738280844
197,10.5011395227756
198,4.23908443374457
199,2.90271908532847
200,2.802625195436
