Id,duration
1,2.6562331638907
2,4.48776824806379
3,2.55405458469437
4,2.08439444970833
5,6.10052569058286
6,7.29809280518936
7,7.81322193179773
8,3.42545948211597
9,5.42257227037595
10,4.34488956664251
11,6.27097305503236
12,8.65157602575169
13,2.06557775136577
14,4.71354007196175
15,3.00222478095935
16,2.24465012770639
17,0.456180380997524
18,4.7799045242046
19,3.83300277997302
20,2.17500887286411
21,1.83764725957559
22,2.30945508774863
23,2.8489107492988
24,2.59517852437244
25,4.29367040131734
26,7.50903584469603
27,3.51963244226323
28,2.34909203868853
29,2.21613281254219
30,0.798958037388787
31,8.24711523239063
32,5.69635229591773
33,2.5447949118589
34,5.39718740094946
35,2.34968641620623
36,2.90415375900017
37,2.21613281254219
38,1.83764725957559
39,10.723538471726
40,7.58227496255682
41,11.6345451477592
42,2.40304461714374
43,1.38121250492083
44,3.70423620228218
45,4.93368887562798
46,4.00213025358067
47,3.12634647112833
48,2.21098893169807
49,5.01136929948376
50,2.54135194827364
51,2.84797915291534
52,2.21098893169807
53,2.06557775136577
54,2.707601901484
55,2.33023187365876
56,6.39400956254946
57,3.31353960779057
58,5.63258349556969
59,5.66460145298885
60,4.30399166826652
61,6.33560968596981
62,3.39017059501754
63,2.21613281254219
64,2.29979210194694
65,4.7799045242046
66,2.3908103558843
67,6.79540830884622
68,6.48831181262182
69,1.89041064341114
70,2.87619978037225
71,5.80015901510166
72,4.21778256480144
73,5.92955092933522
74,2.54993879270302
75,2.17089308087276
76,2.29979210194694
77,1.52633707445608
78,3.12634647112833
79,3.00142845172928
80,2.95104270089911
81,6.21884170767413
82,2.06557775136577
83,8.08917972665773
84,4.7799045242046
85,0.11447420191513
86,2.17500887286411
87,4.0323075506513
88,5.64312863383935
89,5.01136929948376
90,9.0756734613006
91,3.51963244226323
92,4.71691168692456
93,0.237393783745632
94,5.64312863383935
95,3.78191282634185
96,2.54993879270302
97,3.31842503916965
98,5.64312863383935
99,1.86120958287762
100,5.95701089907931
101,2.65965219621109
102,3.01342343014227
103,2.04102115367101
104,2.29979210194694
105,2.40928892639028
106,2.94045687314616
107,2.25732374039041
108,1.93899181146668
109,2.9722994904642
110,5.43750604648636
111,4.04545348171638
112,6.66342376020299
113,1.83764725957559
114,3.43716859292732
115,5.76805657554911
116,2.00625535134719
117,1.99397057328866
118,5.84796052087592
119,8.84763771702097
120,2.21613281254219
121,3.51963244226323
122,2.04201542806374
123,2.25866816226886
124,6.98862614889191
125,2.09542393345879
126,2.45769265886889
127,1.01146116514252
128,1.90982901152717
129,1.86120958287762
130,1.16913456503795
131,6.33560968596981
132,2.25732374039041
133,3.19162238795804
134,2.56200388480471
135,3.9875372726147
136,7.23508480038987
137,2.06557775136577
138,8.28291970897959
139,3.86373980563627
140,1.36721466329442
141,2.24465012770639
142,2.17500887286411
143,2.55405458469437
144,2.17500887286411
145,5.74946444329368
146,2.06557775136577
147,5.75201997008668
148,13.6550849269752
149,2.55405458469437
150,4.8123225815271
151,4.41453082148479
152,1.86120958287762
153,4.01402639259146
154,4.7799045242046
155,2.17500887286411
156,4.0724798183565
157,9.86042694222675
158,6.37559649941073
159,2.85377014648663
160,2.29464822110282
161,2.24465012770639
162,7.60284388471888
163,2.25732374039041
164,3.74705265868948
165,1.14621902291225
166,2.47039529528962
167,2.05429999378072
168,3.19162238795804
169,4.07629957829164
170,2.29464822110282
171,2.72813775051878
172,2.55405458469437
173,3.60478583757328
174,5.76805657554911
175,3.24074841510998
176,5.9752677682464
177,5.84796052087592
178,4.49421717446791
179,2.55405458469437
180,2.87619978037225
181,5.24678943153964
182,3.31526427377509
183,2.25866816226886
184,4.78559491258608
185,5.87147838470088
186,2.00906026211129
187,2.00625535134719
188,0.265347762373552
189,4.37575233947979
190,8.10963034291314
191,0.237393783745632
192,2.68589614738272
193,1.17684433643268
194,2.7791674531673
195,5.15386581454919
196,1.70546084303902
197,6.8778417188351
198,3.19162238795804
199,4.23405640420066
200,6.8778417188351
